"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/1998","165.0984","174.0576","174.0576","163.4723","","-5.26%"
"01/01/1998","174.2636","173.2876","176.8663","167.2654","","-0.77%"
"12/01/1997","175.6230","189.3757","189.3757","175.6230","","-6.92%"
"11/01/1997","188.6889","205.6334","205.9964","188.6889","","-9.35%"
"10/01/1997","208.1534","201.4265","211.4592","201.4265","","3.18%"
"09/01/1997","201.7335","197.5146","203.8038","194.2411","","3.05%"
"08/01/1997","195.7684","194.5230","197.9974","190.9203","","1.81%"
"07/01/1997","192.2873","185.5789","192.2873","181.1499","","3.84%"
"06/01/1997","185.1689","195.5138","195.5138","182.5341","","-6.18%"
"05/01/1997","197.3687","196.7891","202.9404","193.9964","","0.31%"
"04/01/1997","196.7678","191.3600","196.7678","186.5516","","2.25%"
"03/01/1997","192.4289","188.8339","196.3189","188.8339","","1.91%"
"02/01/1997","188.8185","203.8218","205.3196","188.6945","","-7.85%"
"01/01/1997","204.9099","217.0707","228.8586","204.9099","","-4.81%"
"12/01/1996","215.2563","218.8679","228.4117","211.4646","","-1.70%"
"11/01/1996","218.9817","203.7491","220.0094","202.2481","","6.86%"
"10/01/1996","204.9208","204.3093","213.4756","204.1500","","-0.14%"
"09/01/1996","205.2159","201.1110","206.1821","199.0708","","3.38%"
"08/01/1996","198.5151","198.7488","204.1453","196.5199","","1.98%"
"07/01/1996","194.6520","207.5215","211.0129","192.5204","","-5.75%"
"06/01/1996","206.5216","203.5239","206.5216","199.4194","","1.30%"
"05/01/1996","203.8712","209.9898","212.0257","203.8712","","-2.61%"
"04/01/1996","209.3274","209.2467","216.6828","207.7418","","1.29%"
"03/01/1996","206.6640","195.4975","209.1285","193.6818","","4.54%"
"02/01/1996","197.6960","194.9348","199.2238","189.5035","","0.45%"
"01/01/1996","196.8141","207.4250","208.8923","183.8825","","-3.28%"
"12/01/1995","203.4971","189.6976","206.7909","189.6976","","8.29%"
"11/01/1995","187.9269","183.5260","189.6052","183.5260","","2.63%"
"10/01/1995","183.1156","182.8375","183.1156","178.2145","","1.12%"
"09/01/1995","181.0815","181.5780","184.4710","180.1449","","0.31%"
"08/01/1995","180.5308","175.5394","180.5308","174.6524","","1.80%"
"07/01/1995","177.3371","174.2289","177.3371","171.8471","","1.63%"
"06/01/1995","174.4889","182.0874","183.3169","174.4889","","-3.49%"
"05/01/1995","180.8068","185.0587","185.7908","179.4222","","-1.54%"
"04/01/1995","183.6347","179.1509","184.3021","179.1509","","2.56%"
"03/01/1995","179.0597","176.2208","179.8988","174.3175","","1.10%"
"02/01/1995","177.1083","176.1450","178.4646","174.4060","","0.63%"
"01/01/1995","176.0039","178.6776","179.2470","173.9222","","-2.63%"
"12/01/1994","180.7578","174.1751","180.7578","170.8985","","3.19%"
"11/01/1994","175.1664","180.4971","180.7888","175.1664","","-2.16%"
"10/01/1994","179.0360","171.2233","180.2436","169.9872","","4.45%"
"09/01/1994","171.4158","170.3351","173.2863","169.0443","","0.68%"
"08/01/1994","170.2628","183.9851","183.9851","168.5162","","-6.72%"
"07/01/1994","182.5207","180.5738","182.5207","175.6787","","1.35%"
"06/01/1994","180.0834","175.5542","184.3707","173.2981","","1.88%"
"05/01/1994","176.7601","174.2991","177.4535","172.5194","","1.26%"
"04/01/1994","174.5563","174.4247","176.5996","171.8223","","2.45%"
"03/01/1994","170.3859","171.1877","172.8422","167.6031","","-0.49%"
"02/01/1994","171.2320","180.8500","181.8524","170.1435","","-3.45%"
"01/01/1994","177.3524","164.5262","177.3524","164.5262","","8.44%"
"12/01/1993","163.5542","165.6624","166.8143","162.2670","","-0.92%"
"11/01/1993","165.0651","173.0772","174.9963","165.0651","","-3.71%"
"10/01/1993","171.4164","177.3321","179.6971","171.4164","","-3.35%"
"09/01/1993","177.3570","174.3650","177.3570","170.5652","","0.86%"
"08/01/1993","175.8414","174.8461","177.9123","173.1143","","1.03%"
"07/01/1993","174.0556","175.4504","177.4328","170.6977","","-1.09%"
"06/01/1993","175.9696","181.3573","181.3573","174.6645","","-2.90%"
"05/01/1993","181.2161","188.0347","188.0347","181.2161","","-3.44%"
"04/01/1993","187.6663","190.5105","190.7541","185.5684","","-1.32%"
"03/01/1993","190.1710","186.3016","190.1710","186.2911","","1.97%"
"02/01/1993","186.5014","183.3931","186.5014","181.2886","","1.72%"
"01/01/1993","183.3482","179.2787","183.8239","177.5368","","1.29%"
"12/01/1992","181.0064","178.2443","183.1070","175.4189","","0.51%"
"11/01/1992","180.0958","183.9565","183.9565","180.0958","","-1.27%"
"10/01/1992","182.4082","188.0272","190.7819","182.1496","","-2.48%"
"09/01/1992","187.0465","187.1782","189.2271","186.7395","","0.35%"
"08/01/1992","186.3997","185.7219","187.0408","182.9001","","-0.16%"
"07/01/1992","186.6917","191.2086","192.0220","186.4855","","-2.20%"
"06/01/1992","190.8873","193.0365","196.0347","190.8873","","-1.10%"
"05/01/1992","193.0193","190.6657","193.6244","185.1660","","1.52%"
"04/01/1992","190.1203","186.4998","190.1203","185.6207","","2.91%"
"03/01/1992","184.7368","180.0212","185.3353","180.0212","","1.63%"
"02/01/1992","181.7778","182.9407","189.2804","179.9067","","-0.32%"
"01/01/1992","182.3528","177.8286","183.8580","172.6546","","3.07%"
"12/01/1991","176.9177","188.0909","188.0909","174.4274","","-6.94%"
"11/01/1991","190.1044","200.2224","200.7197","188.9072","","-4.25%"
"10/01/1991","198.5509","193.9427","201.7791","193.9427","","2.38%"
"09/01/1991","193.9276","192.1621","194.8965","189.7211","","0.67%"
"08/01/1991","192.6421","190.8022","192.9110","187.2793","","0.39%"
"07/01/1991","191.8876","186.1121","191.8876","185.5788","","3.47%"
"06/01/1991","185.4473","193.1335","193.1335","183.6174","","-3.86%"
"05/01/1991","192.8900","197.5890","199.5815","192.8900","","-1.59%"
"04/01/1991","195.9980","192.8825","199.9437","192.8825","","0.96%"
"03/01/1991","194.1259","192.3325","199.1923","191.4191","","1.51%"
"02/01/1991","191.2345","193.1810","195.9278","183.3225","","-1.65%"
"01/01/1991","194.4476","211.2772","228.3512","184.6536","","-11.60%"
"12/01/1990","219.9700","223.7200","228.4900","206.8500","","-3.36%"
"11/01/1990","227.6100","250.0500","251.3800","225.0900","","-8.73%"
"10/01/1990","249.3700","260.3100","270.4100","228.3200","","-7.71%"
"09/01/1990","270.1900","236.4200","270.4100","236.4200","","19.84%"
"08/01/1990","225.4500","199.3400","253.4100","199.3400","","14.56%"
"07/01/1990","196.8000","184.4700","196.8000","181.5600","","6.85%"
"06/01/1990","184.1800","189.2900","189.2900","182.6600","","-2.97%"
"05/01/1990","189.8100","196.1800","197.4400","189.8100","","-2.13%"
"04/01/1990","193.9400","200.4000","200.6100","190.1200","","-2.35%"
"03/01/1990","198.6100","192.8600","198.6100","192.8600","","1.36%"
"02/01/1990","195.9400","198.5200","200.9500","195.2800","","-1.45%"
"01/01/1990","198.8300","212.0900","215.6400","196.7500","","-4.06%"
"12/01/1989","207.2500","193.5300","207.2500","193.0700","","7.91%"
"11/01/1989","192.0500","191.4800","193.8500","189.2000","","1.18%"
"10/01/1989","189.8100","192.3500","194.3700","188.4600","","-1.76%"
"09/01/1989","193.2200","183.2200","193.2200","183.2200","","5.04%"
"08/01/1989","183.9500","177.8200","184.0500","177.4200","","2.45%"
"07/01/1989","179.5500","188.4500","190.2200","178.1900","","-5.14%"
"06/01/1989","189.2700","188.2300","193.0500","179.7000","","0.39%"
"05/01/1989","188.5400","199.3800","199.3800","184.4500","","-4.59%"
"04/01/1989","197.6100","196.1100","201.6000","192.7400","","-0.01%"
"03/01/1989","197.6200","186.8400","198.5300","186.8400","","6.02%"
"02/01/1989","186.3900","183.0200","186.3900","176.3300","","2.62%"
"01/01/1989","181.6400","184.6900","187.8000","181.5800","","-1.50%"
"12/01/1988","184.4100","175.4100","184.4100","172.9500","","5.98%"
"11/01/1988","174.0100","166.4600","174.0100","161.8000","","4.20%"
"10/01/1988","166.9900","161.1600","171.0300","159.3900","","2.97%"
"09/01/1988","162.1800","167.7600","169.5900","162.1800","","-3.21%"
"08/01/1988","167.5600","170.0900","170.6800","165.4400","","-1.12%"
"07/01/1988","169.4500","171.5700","175.7900","166.9200","","-1.06%"
"06/01/1988","171.2700","178.3000","179.8100","170.8700","","-3.78%"
"05/01/1988","177.9900","170.7000","177.9900","170.7000","","1.70%"
"04/01/1988","175.0100","170.8200","177.0700","169.7800","","2.23%"
"03/01/1988","171.2000","162.5100","172.3200","160.2100","","4.52%"
"02/01/1988","163.7900","166.3000","172.1600","163.1300","","-1.70%"
"01/01/1988","166.6300","169.7400","171.7200","165.9500","","1.40%"
"12/01/1987","164.3300","171.4700","171.7900","158.3200","","-4.26%"
"11/01/1987","171.6400","171.6500","173.5400","169.3200","","-1.50%"
"10/01/1987","174.2500","175.1400","180.1100","174.2500","","0.37%"
"09/01/1987","173.6100","173.5600","175.6100","171.9500","","-0.12%"
"08/01/1987","173.8100","180.8600","180.8600","168.7800","","-2.25%"
"07/01/1987","177.8100","176.7100","179.6700","171.9200","","1.16%"
"06/01/1987","175.7700","172.9900","176.1700","172.5800","","1.97%"
"05/01/1987","172.3800","170.6500","176.2400","170.6500","","1.29%"
"04/01/1987","170.1800","165.0000","170.1800","162.0100","","3.37%"
"03/01/1987","164.6300","154.1400","165.6200","154.1400","","6.64%"
"02/01/1987","154.3800","164.4800","164.4800","152.8900","","-6.75%"
"01/01/1987","165.5500","160.1200","165.5500","159.7300","","3.94%"
"12/01/1986","159.2700","162.6800","162.6800","157.6900","","-0.93%"
"11/01/1986","160.7700","160.6800","162.5000","158.7700","","0.33%"
"10/01/1986","160.2400","159.1900","161.5000","155.7900","","1.26%"
"09/01/1986","158.2500","164.9200","165.8300","157.2100","","-3.48%"
"08/01/1986","163.9500","151.7800","163.9500","151.7800","","9.05%"
"07/01/1986","150.3500","151.1500","153.4100","144.3300","","-1.38%"
"06/01/1986","152.4500","153.2100","154.7000","146.6900","","-1.07%"
"05/01/1986","154.1000","161.3500","167.0200","154.1000","","-5.75%"
"04/01/1986","163.5000","160.3800","163.5000","149.9500","","2.16%"
"03/01/1986","160.0400","159.9000","168.8800","159.9000","","-1.77%"
"02/01/1986","162.9200","169.2300","172.5700","161.3500","","-6.34%"
"01/01/1986","173.9400","192.9800","193.0800","173.9400","","-11.27%"
"12/01/1985","196.0400","201.8600","201.8600","191.8700","","-2.74%"
"11/01/1985","201.5600","202.1400","202.1400","196.5800","","0.27%"
"10/01/1985","201.0200","189.0900","201.0200","189.0900","","6.61%"
"09/01/1985","188.5500","175.6800","188.5500","174.7600","","6.82%"
"08/01/1985","176.5100","173.7000","177.8800","173.7000","","1.69%"
"07/01/1985","173.5800","177.1600","180.0500","172.2600","","-3.59%"
"06/01/1985","180.0500","187.9300","187.9300","179.6500","","-4.03%"
"05/01/1985","187.6200","186.9700","189.9500","183.2700","","0.11%"
"04/01/1985","187.4200","197.9500","198.2900","187.4200","","-5.32%"
"03/01/1985","197.9600","189.4100","199.6300","189.2000","","5.17%"
"02/01/1985","188.2300","195.4100","195.9200","185.8200","","-2.86%"
"01/01/1985","193.7800","194.2100","194.4100","191.0000","","-0.90%"
"12/01/1984","195.5300","199.7500","200.7400","194.5800","","-2.53%"
"11/01/1984","200.6000","200.9500","203.6500","199.9100","","0.64%"
"10/01/1984","199.3300","199.8700","200.0400","194.5600","","0.09%"
"09/01/1984","199.1600","197.9800","201.1700","197.4600","","0.26%"
"08/01/1984","198.6400","193.7600","200.2000","193.7600","","4.03%"
"07/01/1984","190.9500","205.8600","205.8600","190.5500","","-8.20%"
"06/01/1984","208.0000","213.9000","213.9000","205.6900","","-3.03%"
"05/01/1984","214.5000","211.1900","218.7200","211.1900","","1.79%"
"04/01/1984","210.7200","217.9800","219.4000","210.7200","","-2.97%"
"03/01/1984","217.1800","207.9800","217.1800","207.9800","","4.76%"
"02/01/1984","207.3200","214.9100","214.9100","200.4800","","-1.99%"
"01/01/1984","211.5300","211.8700","215.0200","211.1800","","-2.13%"
"12/01/1983","216.1400","209.0200","218.9400","206.4600","","3.96%"
"11/01/1983","207.9100","206.9300","211.7900","206.9300","","0.95%"
"10/01/1983","205.9600","206.2700","211.1200","205.5500","","-1.44%"
"09/01/1983","208.9700","213.0500","216.1200","208.9700","","-2.43%"
"08/01/1983","214.1700","212.4400","221.0800","212.4400","","2.10%"
"07/01/1983","209.7600","206.7800","210.4900","202.8300","","1.12%"
"06/01/1983","207.4300","205.0400","210.2500","205.0400","","0.25%"
"05/01/1983","206.9100","207.0500","208.4900","203.8800","","-1.09%"
"04/01/1983","209.1800","209.2300","213.5900","209.0500","","0.77%"
"03/01/1983","207.5900","197.5200","207.5900","196.4600","","6.43%"
"02/01/1983","195.0500","200.8100","203.9600","195.0500","","-2.01%"
"01/01/1983","199.0500","202.2300","206.8000","199.0500","","-1.20%"
"12/01/1982","201.4600","204.7400","204.7400","198.7600","","-1.75%"
"11/01/1982","205.0500","196.8100","205.7900","196.8100","","3.98%"
"10/01/1982","197.2100","196.5500","204.1600","194.9300","","-1.10%"
"09/01/1982","199.4000","208.0800","211.6700","199.4000","","-3.77%"
"08/01/1982","207.2200","208.6700","213.6400","205.7600","","0.04%"
"07/01/1982","207.1400","211.5600","211.5600","204.3800","","-1.15%"
"06/01/1982","209.5500","212.9100","212.9100","202.7200","","-3.72%"
"05/01/1982","217.6500","222.4900","223.0700","217.3300","","-2.52%"
"04/01/1982","223.2800","217.5900","225.0700","217.2600","","3.49%"
"03/01/1982","215.7500","209.6100","215.7900","209.6100","","3.32%"
"02/01/1982","208.8200","213.7900","215.2200","208.8200","","-2.22%"
"01/01/1982","213.5700","203.5900","213.5700","203.5900","","5.91%"
"12/01/1981","201.6500","215.7100","216.0200","199.0900","","-6.39%"
"11/01/1981","215.4200","220.2400","225.8200","212.7500","","-2.67%"
"10/01/1981","221.3400","222.2100","226.0500","218.5500","","-0.74%"
"09/01/1981","222.9800","224.0300","231.7000","222.9800","","-0.04%"
"08/01/1981","223.0700","227.7100","231.3600","221.4600","","-3.26%"
"07/01/1981","230.5800","229.5500","233.7100","224.8900","","1.29%"
"06/01/1981","227.6400","241.6200","243.8700","227.6400","","-6.57%"
"05/01/1981","243.6500","245.0500","245.0500","233.0200","","-0.48%"
"04/01/1981","244.8300","247.4500","250.5600","244.8300","","-1.69%"
"03/01/1981","249.0300","238.5300","249.0300","236.2100","","1.56%"
"02/01/1981","245.2100","248.4000","258.3500","245.2100","","-2.77%"
"01/01/1981","252.1900","269.1800","274.3300","250.5600","","-6.14%"
"12/01/1980","268.6900","286.0000","287.3100","256.6500","","-8.61%"
"11/01/1980","293.9900","295.2000","302.2100","286.9500","","1.02%"
"10/01/1980","291.0300","286.6000","298.1700","281.9700","","2.22%"
"09/01/1980","284.7100","268.0400","289.9500","268.0400","","7.07%"
"08/01/1980","265.9200","262.9500","268.9400","261.0300","","1.62%"
"07/01/1980","261.6900","255.3300","261.6900","249.3200","","3.01%"
"06/01/1980","254.0400","233.3700","254.0400","229.9500","","6.78%"
"05/01/1980","237.9100","225.6500","242.9100","225.6500","","5.96%"
"04/01/1980","224.5300","212.5600","230.6100","212.0500","","3.84%"
"03/01/1980","216.2200","250.9800","251.8700","216.2200","","-12.76%"
"02/01/1980","247.8500","251.3600","262.9800","247.4000","","-1.20%"
"01/01/1980","250.8500","239.6600","250.8500","232.8700","","5.48%"
"12/01/1979","237.8100","236.7100","239.6100","228.9200","","0.71%"
"11/01/1979","236.1300","215.0800","239.2400","215.0800","","9.69%"
"10/01/1979","215.2700","230.3200","230.3200","211.7000","","-4.09%"
"09/01/1979","224.4500","209.9800","224.4500","209.9800","","4.99%"
"08/01/1979","213.7800","192.0700","213.7800","189.2000","","11.08%"
"07/01/1979","192.4500","207.8800","215.8700","192.1800","","-6.60%"
"06/01/1979","206.0600","203.7900","216.0500","202.9600","","0.00%"
"05/01/1979","206.0500","219.3800","220.1700","204.1900","","-6.33%"
"04/01/1979","219.9700","209.0400","219.9700","206.8600","","5.09%"
"03/01/1979","209.3200","216.5700","216.5700","208.6100","","-2.49%"
"02/01/1979","214.6700","202.2600","214.6700","202.2600","","5.10%"
"01/01/1979","204.2600","193.6800","204.2600","193.6800","","5.80%"
"12/01/1978","193.0700","198.3000","199.2000","191.3500","","-1.82%"
"11/01/1978","196.6400","187.8100","198.9400","187.8100","","2.30%"
"10/01/1978","192.2100","194.4900","198.6400","186.9500","","0.31%"
"09/01/1978","191.6200","181.8000","191.7900","180.9000","","6.58%"
"08/01/1978","179.7900","172.7100","181.6600","171.8600","","2.32%"
"07/01/1978","175.7200","175.1800","177.3800","165.7400","","0.58%"
"06/01/1978","174.7000","192.4700","192.4700","171.1100","","-10.63%"
"05/01/1978","195.4900","183.6300","199.4600","182.3000","","6.73%"
"04/01/1978","183.1600","177.6300","184.7600","177.6300","","1.95%"
"03/01/1978","179.6600","164.0100","182.9500","163.7400","","10.74%"
"02/01/1978","162.2300","160.0100","164.6300","159.5300","","1.96%"
"01/01/1978","159.1100","159.2900","159.6000","153.9700","","-0.14%"
"12/01/1977","159.3300","152.6500","159.3500","151.6900","","4.66%"
"11/01/1977","152.2400","150.8700","152.9600","147.4600","","2.02%"
"10/01/1977","149.2200","146.7200","150.0100","145.6700","","2.38%"
"09/01/1977","145.7500","140.4400","146.9300","140.4400","","3.38%"
"08/01/1977","140.9800","137.0300","141.7900","137.0300","","1.70%"
"07/01/1977","138.6300","158.8200","158.8200","138.6300","","-12.94%"
"06/01/1977","159.2400","166.5900","168.0500","152.2500","","-5.20%"
"05/01/1977","167.9700","176.4500","176.4500","166.7800","","-3.75%"
"04/01/1977","174.5100","165.7500","176.6600","165.1500","","5.56%"
"03/01/1977","165.3200","157.6800","169.9000","156.9400","","6.01%"
"02/01/1977","155.9500","156.3500","160.0100","155.9500","","0.27%"
"01/01/1977","155.5300","157.0500","157.4000","151.7900","","-1.63%"
"12/01/1976","158.1000","151.8700","158.4000","151.8700","","4.69%"
"11/01/1976","151.0200","148.6700","154.3800","147.9200","","1.49%"
"10/01/1976","148.8100","150.1200","159.4900","148.8100","","-1.57%"
"09/01/1976","151.1800","167.6900","172.7100","151.1800","","-9.73%"
"08/01/1976","167.4700","168.2500","175.0500","167.4200","","-2.71%"
"07/01/1976","172.1300","191.6100","192.3700","172.1300","","-9.14%"
"06/01/1976","189.4500","195.8100","198.1000","189.4500","","-3.14%"
"05/01/1976","195.5900","192.9800","195.5900","186.8400","","1.86%"
"04/01/1976","192.0100","184.9900","199.0600","184.9900","","4.14%"
"03/01/1976","184.3800","175.9300","184.8000","174.9500","","3.09%"
"02/01/1976","178.8600","172.3400","182.8600","170.0900","","6.04%"
"01/01/1976","168.6700","182.9400","185.4200","166.8000","","-8.06%"
"12/01/1975","183.4600","189.7200","191.7300","179.0700","","-3.01%"
"11/01/1975","189.1600","191.5900","195.3000","187.3300","","-2.17%"
"10/01/1975","193.3600","213.3900","213.3900","193.3600","","-8.44%"
"09/01/1975","211.1900","208.0800","217.0100","208.0800","","-0.03%"
"08/01/1975","211.2500","193.3400","219.4500","193.3400","","9.84%"
"07/01/1975","192.3300","184.2600","204.4300","183.0700","","2.34%"
"06/01/1975","187.9400","186.5000","194.0700","184.6900","","-0.66%"
"05/01/1975","189.1900","199.9100","202.8400","186.6500","","-5.53%"
"04/01/1975","200.2600","214.1700","214.1700","200.2600","","-6.92%"
"03/01/1975","215.1500","196.3100","215.1500","196.3100","","8.43%"
"02/01/1975","198.4200","220.4000","228.6600","198.4200","","-10.98%"
"01/01/1975","222.9000","260.6600","260.6600","218.7100","","-15.58%"
"12/01/1974","264.0300","281.2200","281.4500","258.2400","","-8.76%"
"11/01/1974","289.3900","277.6100","308.1000","277.6100","","3.69%"
"10/01/1974","279.0800","253.2700","279.0800","253.2700","","8.43%"
"09/01/1974","257.3800","240.5700","257.3800","224.1100","","7.08%"
"08/01/1974","240.3600","249.2000","255.9400","239.7100","","-5.12%"
"07/01/1974","253.3400","212.9400","253.3400","211.2900","","22.66%"
"06/01/1974","206.5400","190.8500","208.7600","185.4400","","8.12%"
"05/01/1974","191.0200","202.7800","205.6900","188.6500","","-6.82%"
"04/01/1974","205.0100","206.7700","212.2700","201.4500","","-3.70%"
"03/01/1974","212.8900","238.6700","238.6700","212.8800","","-10.01%"
"02/01/1974","236.5600","243.8500","255.1800","236.5600","","-3.12%"
"01/01/1974","244.1700","223.0800","246.3200","223.0800","","11.63%"
"12/01/1973","218.7300","198.7200","218.7300","198.7200","","9.88%"
"11/01/1973","199.0600","188.0700","206.0900","185.1600","","6.83%"
"10/01/1973","186.3400","195.9100","204.5400","182.9600","","-5.94%"
"09/01/1973","198.1000","201.9900","205.7800","193.6800","","-4.86%"
"08/01/1973","208.2100","209.7700","234.9300","206.4200","","-0.48%"
"07/01/1973","209.2200","170.3900","209.2200","167.7400","","26.19%"
"06/01/1973","165.8000","182.8100","187.1700","164.1800","","-7.90%"
"05/01/1973","180.0200","153.6500","181.2800","152.4100","","16.96%"
"04/01/1973","153.9100","149.1500","153.9100","145.1000","","3.24%"
"03/01/1973","149.0800","156.2900","157.6800","147.4200","","-2.97%"
"02/01/1973","153.6500","152.4900","153.6800","144.3100","","1.98%"
"01/01/1973","150.6700","147.0300","154.5600","147.0300","","2.40%"
"12/01/1972","147.1400","138.3500","147.1600","138.3500","","7.59%"
"11/01/1972","136.7600","127.3200","136.7600","127.1800","","7.42%"
"10/01/1972","127.3100","126.8500","127.5600","125.5800","","-1.36%"
"09/01/1972","129.0600","119.4100","130.8600","119.4100","","8.88%"
"08/01/1972","118.5300","111.9500","118.9600","111.9500","","6.51%"
"07/01/1972","111.2900","117.7700","117.7700","111.1800","","-3.96%"
"06/01/1972","115.8800","112.8600","115.8800","112.3100","","2.15%"
"05/01/1972","113.4400","112.9900","113.4600","112.2500","","0.42%"
"04/01/1972","112.9700","110.6700","112.9700","110.6700","","1.52%"
"03/01/1972","111.2800","111.1900","112.5300","110.5000","","-0.25%"
"02/01/1972","111.5600","111.5900","112.9900","110.7100","","-1.28%"
"01/01/1972","113.0100","111.5200","114.9900","111.5200","","0.96%"
"12/01/1971","111.9300","108.7500","112.3500","108.6700","","3.36%"
"11/01/1971","108.2900","107.8400","109.4900","107.2500","","0.23%"
"10/01/1971","108.0400","104.1000","108.1900","103.4700","","4.31%"
"09/01/1971","103.5800","104.6400","105.7100","102.3100","","-0.82%"
"08/01/1971","104.4400","105.1900","106.1500","104.1200","","-0.61%"
"07/01/1971","105.0800","106.6500","106.8600","104.3500","","-1.01%"
"06/01/1971","106.1500","107.9900","109.6700","106.1500","","-1.66%"
"05/01/1971","107.9400","107.8400","108.0000","104.6600","","0.47%"
"04/01/1971","107.4300","109.0900","111.4000","106.3400","","-0.51%"
"03/01/1971","107.9800","109.0400","110.1200","107.5800","","-0.51%"
"02/01/1971","108.5300","112.0100","112.3400","108.4200","","-1.51%"
"01/01/1971","110.1900","105.4800","110.1900","104.5700","","5.03%"
"12/01/1970","104.9100","105.1200","105.1600","102.1500","","0.56%"
"11/01/1970","104.3300","104.9900","106.7400","103.7300","","-0.52%"
"10/01/1970","104.8800","105.4100","107.7300","104.8800","","-0.74%"
"09/01/1970","105.6600","104.1700","107.2500","104.1700","","0.39%"
"08/01/1970","105.2500","100.4800","106.1300","99.8600","","5.09%"
"07/01/1970","100.1500","104.7900","104.8900","99.9300","","-5.11%"
"06/01/1970","105.5400","100.3000","105.5400","99.7200","","6.15%"
"05/01/1970","99.4300","102.2000","102.2000","98.9200","","-3.02%"
"04/01/1970","102.5300","104.2600","104.9400","101.6400","","-2.06%"
"03/01/1970","104.6900","103.9800","106.8300","103.9800","","0.31%"
"02/01/1970","104.3700","102.0200","104.5400","101.6600","","2.13%"